"alter_ID","ego_ID","alter_num","alter.sex","alter.age.cat","alter.rel","alter.nat","alter.res","alter.clo","alter.loan","alter.fam","alter.age"
2828,28,28,"Female","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",33
2829,28,29,"Male","60+","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",99
2830,28,30,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",34
2831,28,31,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",42
2832,28,32,"Female","51-60","Acquaintances","Other","Italy",3,"No","No",59
2833,28,33,"Male","51-60","Friends","Sri Lanka","Italy",5,"Yes","No",58
2834,28,34,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",43
2835,28,35,"Male","31-35","Friends","Sri Lanka","Italy",4,"No","No",32
2836,28,36,"Male","51-60","Friends","Sri Lanka","Italy",5,"No","No",55
2837,28,37,"Female","31-35","Friends","Other","Italy",5,"Yes","No",33
2838,28,38,"Male","41-50","Friends","Sri Lanka","Italy",5,"No","No",44
2839,28,39,"Male","41-50","Friends","Sri Lanka","Italy",5,"No","No",48
2840,28,40,"Male","60+","Friends","Sri Lanka","Sri Lanka",3,"No","No",96
2841,28,41,"Male","60+","Friends","Sri Lanka","Sri Lanka",3,"Yes","No",78
2842,28,42,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",42
2843,28,43,"Male","31-35","Acquaintances","Sri Lanka","Italy",3,"No","No",34
2844,28,44,"Male","26-30","Friends","Sri Lanka","Italy",3,"No","No",28
2845,28,45,"Male","51-60","Friends","Sri Lanka","Italy",5,"Yes","No",52
2901,29,1,"Female","26-30","Close family","Sri Lanka","Italy",NA,NA,"Yes",28
2902,29,2,"Male","60+","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",71
2903,29,3,"Male","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",30
2904,29,4,"Female","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",57
2905,29,5,"Male","36-40","Friends","Sri Lanka","Other",4,"No","No",39
2906,29,6,"Male","18-25","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",23
2907,29,7,"Female","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",59
2908,29,8,"Male","60+","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",67
2909,29,9,"Female","36-40","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",40
2910,29,10,"Male","36-40","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",39
2911,29,11,"Male","41-50","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",46
2912,29,12,"Male","36-40","Other family","Sri Lanka","Other",5,"Yes","Yes",36
2913,29,13,"Male","26-30","Friends","Sri Lanka","Other",4,"Yes","No",26
2914,29,14,"Male","36-40","Friends","Sri Lanka","Other",3,"No","No",38
2915,29,15,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",46
2916,29,16,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",31
2917,29,17,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",34
2918,29,18,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",39
2919,29,19,"Male","51-60","Friends","Sri Lanka","Italy",4,"Yes","No",55
2920,29,20,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",43
2921,29,21,"Male","31-35","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",31
2922,29,22,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",46
2923,29,23,"Male","41-50","Acquaintances","Sri Lanka","Italy",3,"No","No",41
2924,29,24,"Male","41-50","Friends","Italy","Italy",4,"No","No",48
2925,29,25,"Male","41-50","Friends","Sri Lanka","Italy",4,"No","No",46
2926,29,26,"Male","36-40","Acquaintances","Sri Lanka","Italy",3,"No","No",38
2927,29,27,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",46
2928,29,28,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",38
2929,29,29,"Male","36-40","Friends","Sri Lanka","Italy",4,"Yes","No",38
2930,29,30,"Male","36-40","Friends","Sri Lanka","Italy",4,"No","No",36
2931,29,31,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",47
2932,29,32,"Male","36-40","Acquaintances","Sri Lanka","Italy",3,"No","No",39
2933,29,33,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",48
2934,29,34,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",49
2935,29,35,"Male","36-40","Acquaintances","Sri Lanka","Italy",2,"No","No",36
2936,29,36,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",44
2937,29,37,"Male","41-50","Friends","Sri Lanka","Italy",2,"No","No",49
2938,29,38,"Male","36-40","Friends","Sri Lanka","Italy",4,"Yes","No",37
2939,29,39,"Male","41-50","Friends","Sri Lanka","Italy",3,"No","No",45
2940,29,40,"Male","41-50","Friends","Sri Lanka","Italy",3,"No","No",46
2941,29,41,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",44
2942,29,42,"Male","41-50","Friends","Sri Lanka","Italy",3,"No","No",42
2943,29,43,"Male","36-40","Friends","Sri Lanka","Italy",4,"Yes","No",40
2944,29,44,"Male","36-40","Friends","Sri Lanka","Italy",3,"No","No",39
2945,29,45,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",48
3301,33,1,"Female","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",59
3302,33,2,"Female","26-30","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",29
3303,33,3,"Male","31-35","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",33
3304,33,4,"Male","26-30","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",29
3305,33,5,"Male","36-40","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",38
3306,33,6,"Female","31-35","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",34
3307,33,7,"Male","31-35","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",32
3308,33,8,"Male","51-60","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",58
3309,33,9,"Female","41-50","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",49
3310,33,10,"Male","51-60","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",56
3311,33,11,"Female","41-50","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",42
3312,33,12,"Male","51-60","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",59
3313,33,13,"Female","41-50","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",49
3314,33,14,"Male","51-60","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",59
3315,33,15,"Female","31-35","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",33
3316,33,16,"Male","31-35","Other family","Sri Lanka","Sri Lanka",3,"Yes","Yes",33
3317,33,17,"Female","18-25","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",23
3318,33,18,"Male","41-50","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",48
3319,33,19,"Female","31-35","Other family","Sri Lanka","Sri Lanka",4,"No","Yes",32
3320,33,20,"Male","31-35","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",33
3321,33,21,"Female","18-25","Friends","Sri Lanka","Sri Lanka",4,"No","No",20
3322,33,22,"Male","26-30","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",28
3323,33,23,"Female","18-25","Friends","Sri Lanka","Sri Lanka",4,"No","No",18
3324,33,24,"Male","31-35","Friends","Sri Lanka","Sri Lanka",4,"No","No",35
3325,33,25,"Female","26-30","Friends","Sri Lanka","Sri Lanka",4,"No","No",27
3326,33,26,"Male","26-30","Friends","Other","Italy",3,"No","No",28
3327,33,27,"Male","36-40","Friends","Other","Italy",4,"No","No",37
3328,33,28,"Male","31-35","Acquaintances","Other","Italy",3,"No","No",34
3329,33,29,"Male","31-35","Acquaintances","Other","Italy",3,"No","No",34
3330,33,30,"Female","26-30","Acquaintances","Other","Italy",3,"No","No",30
3331,33,31,"Female","26-30","Acquaintances","Other","Italy",3,"No","No",28
3332,33,32,"Male","41-50","Acquaintances","Other","Italy",3,"No","No",49
3333,33,33,"Female","31-35","Acquaintances","Sri Lanka","Italy",3,"No","No",31
3334,33,34,"Male","36-40","Acquaintances","Other","Italy",3,"No","No",37
3335,33,35,"Female","26-30","Acquaintances","Other","Italy",3,"No","No",29
3336,33,36,"Male","36-40","Friends","Sri Lanka","Italy",4,"No","No",37
3337,33,37,"Male","51-60","Friends","Sri Lanka","Italy",4,"No","No",53
3338,33,38,"Male","36-40","Friends","Sri Lanka","Italy",3,"No","No",39
3339,33,39,"Male","41-50","Friends","Sri Lanka","Sri Lanka",3,"No","No",44
3340,33,40,"Male","36-40","Friends","Sri Lanka","Italy",3,"No","No",38
3341,33,41,"Male","41-50","Acquaintances","Italy","Italy",2,"No","No",49
3342,33,42,"Female","26-30","Acquaintances","Italy","Italy",2,"No","No",29
3343,33,43,"Male","26-30","Acquaintances","Other","Italy",2,"No","No",28
3344,33,44,"Male","31-35","Acquaintances","Other","Italy",3,"No","No",34
3345,33,45,"Male","41-50","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",47
3501,35,1,"Female","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",56
3502,35,2,"Male","60+","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",73
3503,35,3,"Female","18-25","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",21
3504,35,4,"Female","18-25","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",20
3505,35,5,"Male","51-60","Other family","Sri Lanka","Sri Lanka",3,"No","Yes",53
3506,35,6,"Male","51-60","Friends","Sri Lanka","Sri Lanka",5,"No","No",55
3507,35,7,"Male","26-30","Friends","Sri Lanka","Other",5,"Yes","No",30
3508,35,8,"Male","26-30","Friends","Sri Lanka","Other",4,"No","No",28
3509,35,9,"Female","18-25","Friends","Other","Other",3,"No","No",21
3510,35,10,"Female","18-25","Friends","Other","Other",3,"No","No",20
3511,35,11,"Male","31-35","Friends","Other","Other",3,"No","No",34
3512,35,12,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",43
3513,35,13,"Male","36-40","Friends","Sri Lanka","Italy",5,"Yes","No",38
3514,35,14,"Male","36-40","Friends","Sri Lanka","Italy",4,"No","No",38
3515,35,15,"Female","31-35","Friends","Sri Lanka","Italy",5,"No","No",34
3516,35,16,"Male","31-35","Friends","Sri Lanka","Italy",5,"Yes","No",33
3517,35,17,"Male","51-60","Friends","Sri Lanka","Italy",4,"No","No",59
3518,35,18,"Male","41-50","Friends","Sri Lanka","Italy",3,"No","No",42
3519,35,19,"Female","51-60","Friends","Sri Lanka","Italy",3,"No","No",58
3520,35,20,"Male","18-25","Friends","Sri Lanka","Italy",3,"No","No",25
3521,35,21,"Male","51-60","Acquaintances","Sri Lanka","Italy",3,"No","No",57
3522,35,22,"Female","18-25","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",24
3523,35,23,"Male","31-35","Friends","Sri Lanka","Other",3,"No","No",32
3524,35,24,"Male","36-40","Friends","Sri Lanka","Italy",5,"No","No",39
3525,35,25,"Male","51-60","Friends","Sri Lanka","Sri Lanka",4,"No","No",52
3526,35,26,"Male","41-50","Friends","Sri Lanka","Sri Lanka",4,"No","No",48
3527,35,27,"Male","18-25","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",22
3528,35,28,"Male","18-25","Friends","Sri Lanka","Sri Lanka",4,"No","No",20
3529,35,29,"Male","18-25","Friends","Sri Lanka","Other",5,"Yes","No",25
3530,35,30,"Male","26-30","Friends","Sri Lanka","Other",4,"No","No",28
3531,35,31,"Male","18-25","Acquaintances","Sri Lanka","Other",3,"No","No",23
3532,35,32,"Female","26-30","Friends","Sri Lanka","Other",4,"No","No",27
3533,35,33,"Male","26-30","Friends","Sri Lanka","Other",4,"No","No",29
3534,35,34,"Female","18-25","Friends","Other","Other",3,"No","No",20
3535,35,35,"Female","41-50","Friends","Other","Other",3,"No","No",41
3536,35,36,"Male","26-30","Friends","Other","Other",3,"No","No",27
3537,35,37,"Female","26-30","Friends","Italy","Italy",3,"No","No",29
3538,35,38,"Male","26-30","Friends","Other","Other",3,"No","No",26
3539,35,39,"Male","41-50","Friends","Sri Lanka","Italy",3,"Yes","No",43
3540,35,40,"Female","18-25","Friends","Italy","Italy",3,"No","No",24
3541,35,41,"Male","31-35","Friends","Other","Italy",3,"No","No",35
3542,35,42,"Male","51-60","Friends","Italy","Italy",3,"Yes","No",52
3543,35,43,"Male","41-50","Friends","Italy","Italy",3,"No","No",41
3544,35,44,"Male","36-40","Friends","Sri Lanka","Italy",4,"No","No",36
3545,35,45,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",47
3901,39,1,"Female","26-30","Close family","Sri Lanka","Italy",NA,NA,"Yes",29
3902,39,2,"Female","60+","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",90
3903,39,3,"Male","41-50","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",41
3904,39,4,"Female","41-50","Close family","Sri Lanka","Italy",NA,NA,"Yes",50
3905,39,5,"Male","36-40","Other family","Sri Lanka","Italy",1,"No","Yes",37
3906,39,6,"Female","36-40","Other family","Sri Lanka","Sri Lanka",1,"No","Yes",39
3907,39,7,"Male","18-25","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",25
3908,39,8,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"No","No",26
3909,39,9,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",26
3910,39,10,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",29
3911,39,11,"Male","31-35","Friends","Sri Lanka","Italy",4,"Yes","No",31
3912,39,12,"Male","26-30","Friends","Sri Lanka","Italy",4,"Yes","No",27
3913,39,13,"Male","31-35","Friends","Sri Lanka","Italy",4,"Yes","No",34
3914,39,14,"Male","31-35","Acquaintances","Sri Lanka","Italy",4,"No","No",32
3915,39,15,"Female","31-35","Friends","Other","Italy",4,"Yes","No",31
3916,39,16,"Male","26-30","Friends","Italy","Italy",4,"Yes","No",28
3917,39,17,"Female","41-50","Acquaintances","Italy","Italy",4,"No","No",46
3918,39,18,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",42
3919,39,19,"Male","51-60","Acquaintances","Italy","Italy",4,"Yes","No",58
3920,39,20,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",45
3921,39,21,"Male","26-30","Friends","Sri Lanka","Italy",5,"Yes","No",28
3922,39,22,"Male","41-50","Friends","Sri Lanka","Italy",5,"Yes","No",46
3923,39,23,"Male","31-35","Friends","Sri Lanka","Italy",4,"Yes","No",31
3924,39,24,"Male","41-50","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",43
3925,39,25,"Male","41-50","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",44
3926,39,26,"Male","18-25","Friends","Sri Lanka","Italy",3,"Yes","No",21
3927,39,27,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",44
3928,39,28,"Female","31-35","Friends","Sri Lanka","Italy",4,"Yes","No",32
3929,39,29,"Male","26-30","Friends","Sri Lanka","Italy",4,"Yes","No",29
3930,39,30,"Male","51-60","Friends","Sri Lanka","Italy",4,"Yes","No",56
3931,39,31,"Male","41-50","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",47
3932,39,32,"Female","60+","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",61
3933,39,33,"Male","60+","Other family","Sri Lanka","Sri Lanka",4,"Yes","Yes",81
3934,39,34,"Female","51-60","Acquaintances","Italy","Italy",4,"Yes","No",52
3935,39,35,"Female","31-35","Friends","Italy","Italy",4,"Yes","No",32
3936,39,36,"Male","41-50","Friends","Sri Lanka","Italy",4,"Yes","No",48
3937,39,37,"Male","26-30","Friends","Sri Lanka","Italy",4,"Yes","No",27
3938,39,38,"Male","36-40","Friends","Sri Lanka","Italy",4,"Yes","No",36
3939,39,39,"Male","18-25","Acquaintances","Sri Lanka","Italy",4,"Yes","No",20
3940,39,40,"Female","51-60","Other family","Sri Lanka","Italy",2,"No","Yes",56
3941,39,41,"Male","31-35","Friends","Sri Lanka","Italy",4,"Yes","No",34
3942,39,42,"Male","51-60","Friends","Sri Lanka","Italy",4,"Yes","No",60
3943,39,43,"Male","36-40","Friends","Sri Lanka","Other",2,"No","No",38
3944,39,44,"Male","26-30","Friends","Sri Lanka","Italy",2,"No","No",30
3945,39,45,"Male","26-30","Friends","Sri Lanka","Sri Lanka",4,"Yes","No",30
4001,40,1,"Male","36-40","Friends","Sri Lanka","Italy",3,"Yes","No",38
4002,40,2,"Male","36-40","Friends","Sri Lanka","Sri Lanka",5,"Yes","No",37
4003,40,3,"Female","18-25","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",24
4004,40,4,"Male","31-35","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",35
4005,40,5,"Female","51-60","Friends","Other","Other",3,"Yes","No",56
4006,40,6,"Female","31-35","Friends","Other","Italy",3,"No","No",32
4007,40,7,"Male","26-30","Friends","Sri Lanka","Italy",4,"No","No",29
4008,40,8,"Female","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",57
4009,40,9,"Female","51-60","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",54
4010,40,10,"Male","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",56
4011,40,11,"Female","41-50","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",41
4012,40,12,"Male","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",60
4013,40,13,"Female","51-60","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",53
4014,40,14,"Male","18-25","Other family","Sri Lanka","Sri Lanka",3,"No","Yes",21
4015,40,15,"Male","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",55
4016,40,16,"Female","41-50","Other family","Sri Lanka","Sri Lanka",3,"No","Yes",49
4017,40,17,"Female","36-40","Other family","Sri Lanka","Sri Lanka",5,"No","Yes",36
4018,40,18,"Male","51-60","Friends","Sri Lanka","Sri Lanka",4,"No","No",57
4019,40,19,"Male","41-50","Acquaintances","Sri Lanka","Sri Lanka",2,"No","No",45
4020,40,20,"Male","51-60","Friends","Sri Lanka","Sri Lanka",4,"No","No",57
4021,40,21,"Male","41-50","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",47
4022,40,22,"Male","51-60","Acquaintances","Sri Lanka","Sri Lanka",2,"No","No",51
4023,40,23,"Male","18-25","Acquaintances","Other","Other",2,"No","No",19
4024,40,24,"Female","51-60","Acquaintances","Other","Other",3,"No","No",54
4025,40,25,"Male","51-60","Acquaintances","Other","Other",2,"No","No",55
4026,40,26,"Female","18-25","Acquaintances","Other","Other",2,"No","No",24
4027,40,27,"Male","41-50","Acquaintances","Sri Lanka","Other",3,"No","No",44
4028,40,28,"Male","31-35","Friends","Sri Lanka","Other",3,"No","No",35
4029,40,29,"Male","36-40","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",40
4030,40,30,"Male","36-40","Acquaintances","Sri Lanka","Other",3,"No","No",38
4031,40,31,"Female","36-40","Acquaintances","Other","Other",1,"No","No",39
4032,40,32,"Male","36-40","Acquaintances","Other","Other",1,"No","No",38
4033,40,33,"Male","36-40","Acquaintances","Italy","Italy",3,"No","No",37
4034,40,34,"Female","31-35","Acquaintances","Other","Italy",2,"No","No",31
4035,40,35,"Male","31-35","Friends","Other","Italy",4,"No","No",34
4036,40,36,"Male","36-40","Friends","Sri Lanka","Italy",4,"No","No",39
4037,40,37,"Male","36-40","Friends","Sri Lanka","Italy",5,"No","No",38
4038,40,38,"Male","31-35","Friends","Sri Lanka","Italy",4,"No","No",33
4039,40,39,"Female","31-35","Acquaintances","Sri Lanka","Italy",2,"No","No",33
4040,40,40,"Male","36-40","Friends","Sri Lanka","Italy",3,"No","No",39
4041,40,41,"Male","51-60","Friends","Sri Lanka","Sri Lanka",4,"No","No",57
4042,40,42,"Female","51-60","Friends","Sri Lanka","Sri Lanka",4,"No","No",54
4043,40,43,"Female","31-35","Friends","Sri Lanka","Italy",4,"No","No",34
4044,40,44,"Male","36-40","Friends","Sri Lanka","Italy",4,"No","No",39
4045,40,45,"Male","36-40","Acquaintances","Sri Lanka","Sri Lanka",3,"No","No",37
4501,45,1,"Female","36-40","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",39
4502,45,2,"Female","51-60","Close family","Sri Lanka","Italy",NA,NA,"Yes",58
4503,45,3,"Male","18-25","Close family","Sri Lanka","Italy",NA,NA,"Yes",19
4504,45,4,"Male","41-50","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",48
4505,45,5,"Female","41-50","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",42
4506,45,6,"Male","41-50","Other family","Sri Lanka","Other",1,"No","Yes",42
4507,45,7,"Male","31-35","Other family","Sri Lanka","Italy",3,"Yes","Yes",32
4508,45,8,"Male","26-30","Friends","Other","Italy",5,"Yes","No",29
4509,45,9,"Male","31-35","Friends","Other","Italy",5,"Yes","No",34
4510,45,10,"Male","18-25","Friends","Other","Italy",5,"Yes","No",21
4511,45,11,"Male","31-35","Friends","Other","Italy",5,"Yes","No",33
4512,45,12,"Male","36-40","Friends","Other","Italy",5,"Yes","No",38
4513,45,13,"Female","18-25","Friends","Other","Italy",5,"Yes","No",19
4514,45,14,"Male","51-60","Friends","Sri Lanka","Italy",5,"Yes","No",53
4515,45,15,"Male","51-60","Friends","Sri Lanka","Italy",5,"Yes","No",52
4516,45,16,"Male","51-60","Friends","Sri Lanka","Italy",5,"Yes","No",59
4517,45,17,"Male","36-40","Other family","Sri Lanka","Sri Lanka",1,"No","Yes",40
4518,45,18,"Male","36-40","Other family","Sri Lanka","Sri Lanka",1,"No","Yes",38
4519,45,19,"Male","51-60","Acquaintances","Italy","Italy",5,"No","No",55
4520,45,20,"Male","51-60","Acquaintances","Italy","Italy",5,"No","No",51
4521,45,21,"Male","41-50","Friends","Italy","Italy",5,"No","No",44
4522,45,22,"Male","51-60","Friends","Italy","Italy",1,"No","No",53
4523,45,23,"Male","51-60","Friends","Other","Italy",5,"Yes","No",59
4524,45,24,"Female","51-60","Acquaintances","Italy","Italy",5,"No","No",54
4525,45,25,"Male","36-40","Friends","Italy","Italy",5,"No","No",38
4526,45,26,"Female","60+","Acquaintances","Italy","Italy",5,"No","No",67
4527,45,27,"Male","51-60","Friends","Sri Lanka","Sri Lanka",5,"No","No",55
4528,45,28,"Male","51-60","Friends","Sri Lanka","Sri Lanka",2,"No","No",54
4529,45,29,"Female","36-40","Acquaintances","Other","Italy",5,"No","No",40
4530,45,30,"Male",NA,"Friends","Other","Italy",5,"No","No",NA
4531,45,31,"Male","26-30","Acquaintances","Other","Italy",3,"No","No",29
4532,45,32,"Male","36-40","Friends","Other","Italy",1,"No","No",37
4533,45,33,"Male","41-50","Friends","Italy","Italy",1,"No","No",46
4534,45,34,"Male","41-50","Friends","Italy","Italy",5,"No","No",42
4535,45,35,"Male","36-40","Friends","Italy","Italy",3,"No","No",39
4536,45,36,"Male","31-35","Friends","Italy","Italy",1,"No","No",32
4537,45,37,"Female","60+","Friends","Italy","Italy",5,"No","No",88
4538,45,38,"Female","36-40","Friends","Italy","Italy",5,"No","No",36
4539,45,39,"Male","51-60","Friends","Italy","Italy",5,"No","No",56
4540,45,40,"Male","41-50","Friends","Italy","Italy",1,"No","No",49
4541,45,41,"Male","41-50","Friends","Other","Italy",5,"Yes","No",44
4542,45,42,"Male","31-35","Friends","Italy","Italy",5,"Yes","No",33
4543,45,43,"Male","26-30","Friends","Italy","Italy",5,"Yes","No",30
4544,45,44,"Female","26-30","Friends","Italy","Italy",5,"No","No",28
4545,45,45,"Female","31-35","Friends","Italy","Italy",5,"No","No",35
4601,46,1,"Female","31-35","Close family","Sri Lanka","Italy",NA,NA,"Yes",32
4602,46,2,"Female","51-60","Close family","Sri Lanka","Sri Lanka",NA,NA,"Yes",56
4603,46,3,"Male","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",53
4604,46,4,"Female","51-60","Other family","Sri Lanka","Sri Lanka",5,"Yes","Yes",56
4605,46,5,"Male","36-40","Other family","Sri Lanka","Italy",5,"Yes","Yes",37
4606,46,6,"Female","36-40","Other family","Sri Lanka","Italy",4,"Yes","Yes",40
4607,46,7,"Male","36-40","Other family","Sri Lanka","Italy",5,"Yes","Yes",39
4608,46,8,"Female","31-35","Other family","Sri Lanka","Italy",3,"No","Yes",34
4609,46,9,"Female","51-60","Friends","Other","Italy",5,"Yes","No",53
4610,46,10,"Female","41-50","Friends","Other","Italy",4,"Yes","No",45
4611,46,11,"Male","41-50","Acquaintances","Italy","Italy",2,"Yes","No",45
4612,46,12,"Female","41-50","Acquaintances","Italy","Italy",3,"Yes","No",42
4613,46,13,"Male","51-60","Friends","Italy","Italy",4,"No","No",54
4614,46,14,"Male","60+","Acquaintances","Italy","Italy",2,"No","No",93
